,symbol,Sector
4233,DRA,Consumer Non-Cyclicals
4234,ET,Energy
4235,HS,Healthcare
4236,CNR,Non-Energy Materials
4237,WMSI,Non-Energy Materials
4238,SGN,Healthcare
4239,TCMI,Consumer Services
4240,CROX,Consumer Cyclicals
4241,MAYS,Finance
4242,NHWK,
4243,NTLS,Telecommunications
4244,ACOR,Healthcare
4245,MRT,Consumer Services
4246,NHWK,Healthcare
4247,XCO,Energy
4248,MGG,Energy
4249,ROSE,
4250,ETWC,
4251,MHGC,
4252,TROW,Finance
4253,TSSW,
4254,AVGN,Healthcare
4255,MHGC,Consumer Services
4256,GEE,
4257,ANSV,Healthcare
4258,ATCO,Industrials
4259,VIAC,Consumer Services
4260,LQDT,
4261,LQDT,Consumer Cyclicals
4262,KFN,Finance
4263,AON,Finance
4264,AXP,Finance
4265,UFS,Non-Energy Materials
4266,WELL,Finance
4267,SCHW,Finance
4268,DPTR,Energy
4269,ETFC,Finance
4270,SELF,
4271,HAXS,Healthcare
4272,CME,Finance
4273,MWW,Technology
4274,SOHO,Finance
4275,NDAQ,Finance
4276,EGLE,Industrials
4277,COE,
4278,QMAR,Industrials
4279,JMBA,
4280,ANE,
4281,ALT,
4282,CDS,
4283,CPA,Industrials
4284,MAJC,Finance
4285,GPOR,
4286,SRL,Industrials
4287,FPP,Energy
4288,LOV,Technology
4289,ME,
4290,HOTJ,
4291,EGLT,Technology
4292,BRAI,Consumer Services
4293,SORT,
4294,GPRE,
4295,TDG,Industrials
4296,LGL,Technology
4297,JAN,
4298,APRO,Finance
4299,GPRE,Non-Energy Materials
4300,MDVN,Healthcare
4301,LTEC,Technology
4302,IO,Energy
4303,IPCS,
4304,BRR,
4305,NEXT,
4306,NL,Consumer Non-Cyclicals
4307,AMTY,
4308,NEXT,Technology
4309,GLW,Non-Energy Materials
4310,CLAY,Finance
4311,GNET,
4312,GGBM,
4313,POWR,Energy
4314,ASB,Consumer Non-Cyclicals
4315,NEST,Industrials
4316,KUL,
4317,TGIS,Business Services
4318,PNTR,Consumer Cyclicals
4319,JAN,Consumer Cyclicals
4320,PDRT,Energy
4321,STRN,Industrials
4322,ROSE,Energy
4323,JAZ,
4324,EICU,
4325,THM,
4326,EICU,Healthcare
4327,GGL,Industrials
4328,ONAV,Industrials
4329,ROX,Consumer Non-Cyclicals
4330,ZZ,Consumer Non-Cyclicals
4331,LPTH,Industrials
4332,POR,
4333,CBIO,
4334,VNDA,
4335,CBIO,Healthcare
4336,VNDA,Healthcare
4337,BUF,Healthcare
4338,ROHI,Healthcare
4339,ETWC,Healthcare
4340,WARR,Energy
4341,SEED,Consumer Non-Cyclicals
4342,CXG,Energy
4343,HOTJ,Consumer Cyclicals
4344,ME,Energy
4345,IPCS,Telecommunications
4346,GGBM,Technology
4347,POR,Utilities
4348,OMRI,Healthcare
4349,CPX,Energy
4350,PGWC,
4351,DTE,Utilities
4352,OKE,Energy
4353,MWP,Utilities
4354,NRG,Utilities
4355,SMD,Consumer Cyclicals
4356,CPII,Technology
4357,CDI,Business Services
4358,KSW,
4359,DCP,Industrials
4360,DK,Energy
4361,NSTR,Healthcare
4362,BLUE,Consumer Cyclicals
4363,AHGP,
4364,QRTE_A,Consumer Services
4365,AHGP,Energy
4366,CODI,
4367,KUL,Consumer Cyclicals
4368,GLA,
4369,BMTI,Healthcare
4370,BWTR,Industrials
4371,HK,
4372,ACS,Business Services
4373,TES,Technology
4374,PGWC,Technology
4375,CYDS,
4376,REST,Healthcare
4377,PSPT,Business Services
4378,FEP,Consumer Cyclicals
4379,BCO,Business Services
4380,EQ,Telecommunications
4381,SERV,Business Services
4382,THM,Industrials
4383,IESC,Industrials
4384,DISC_A,Consumer Services
4385,CHE,Healthcare
4386,VG,Telecommunications
4387,PSTA,Consumer Non-Cyclicals
4388,IGC,
4389,MWA,Industrials
4390,CTCM,
4391,KBAL,Consumer Non-Cyclicals
4392,LEG,Non-Energy Materials
4393,AAWW,Industrials
4394,CBAT,
4395,AOG,
4396,CTCM,Consumer Services
4397,ATEC,
4398,LUNA,
4399,CLUB,
4400,MLP,Finance
4401,CLUB,Consumer Services
4402,ATEC,Healthcare
4403,LUNA,Non-Energy Materials
4404,LOOP,
4405,DTPI,Business Services
4406,VSCP,
4407,VTRO,Business Services
4408,ARBX,Finance
4409,HOFF,Energy
4410,VRGY,
4411,NTRT,Business Services
4412,VRGY,Technology
4413,PSTV,Healthcare
4414,VSE,Non-Energy Materials
4415,GOLF,
4416,HWCC,
4417,SNCR,
4418,VOLC,
4419,BRR,Industrials
4420,CYDS,Consumer Cyclicals
4421,AXE,Industrials
4422,MPS,Business Services
4423,MCHX,Business Services
4424,LOCM,Business Services
4425,DCAR,Telecommunications
4426,FTK,Energy
4427,GPOR,Energy
4428,GNET,Consumer Services
4429,AOG,Energy
4430,KSW,Industrials
4431,GOLF,Consumer Cyclicals
4432,HWCC,Industrials
4433,SNCR,Telecommunications
4434,VOLC,Healthcare
4435,AMTY,Consumer Cyclicals
4436,ILI,Healthcare
4437,DIET,Consumer Non-Cyclicals
4438,GNH,
4439,TWLL,
4440,EGHT,Telecommunications
4441,BCOR,Telecommunications
4442,TWLL,Technology
4443,PRXI,
4444,AMGI,Industrials
4445,VSTH,
4446,KOG,Energy
4447,OMTR,
4448,PGTI,Non-Energy Materials
4449,CSII,
4450,JCG,Consumer Cyclicals
4451,OMTR,Business Services
4452,CSII,Healthcare
4453,EPAY,Technology
4454,TLG,
4455,AVR,Non-Energy Materials
4456,GBE,Finance
4457,CERN,Healthcare
4458,INTV,Telecommunications
4459,AUSA,Healthcare
4460,KALU,
4461,OMEX,Consumer Cyclicals
4462,CAR,Consumer Cyclicals
4463,NEXC,Consumer Non-Cyclicals
4464,XPRT,Business Services
4465,KAD,Healthcare
4466,AJRD,Industrials
4467,CPC,Business Services
4468,ISON,Healthcare
4469,SP,Business Services
4470,HIL,Industrials
4471,KALU,Non-Energy Materials
4472,NSH,Energy
4473,GEOS,Energy
4474,PH,Industrials
4475,TWIN,Consumer Cyclicals
4476,FA,Consumer Cyclicals
4477,CBLI,
4478,GTLS,Industrials
4479,SATC,Industrials
4480,MXWL,Industrials
4481,VLNC,Industrials
4482,EPM,
4483,GMET,Energy
4484,HWK,Consumer Cyclicals
4485,PNR,Industrials
4486,RONC,Consumer Non-Cyclicals
4487,ATC,Non-Energy Materials
4488,HUSA,Energy
4489,TLG,Industrials
4490,BGH,Energy
4491,OSIR,Healthcare
4492,XRIT,Industrials
4493,NOVT,Industrials
4494,MNTX,Consumer Cyclicals
4495,AYR,Finance
4496,VSTH,Technology
4497,CBAT,Consumer Non-Cyclicals
4498,EPM,Energy
4499,PRXI,Consumer Services
4500,DOX,Telecommunications
4501,GAX,Energy
4502,DSWL,Non-Energy Materials
4503,LNDC,Consumer Non-Cyclicals
4504,MON,Consumer Non-Cyclicals
4505,CMQ,Non-Energy Materials
4506,INWK,
4507,INWK,Business Services
4508,GMO,Non-Energy Materials
4509,SORL,Consumer Cyclicals
4510,BQI,Energy
4511,NAO,
4512,ZVUE,Technology
4513,BJGP,
4514,URZ,Energy
4515,JAV,
4516,HBI,
4517,DVCR,Healthcare
4518,BZC,Industrials
4519,ACER,Healthcare
4520,HBI,Consumer Cyclicals
4521,HPGP,
4522,HPGP,Energy
4523,HDIX,
4524,RVBD,Technology
4525,WCRX,
4526,TRMM,Finance
4527,HDIX,Healthcare
4528,CVLT,Technology
4529,DIVX,Technology
4530,HUGH,
4531,HUGH,Telecommunications
4532,GEOY,Telecommunications
4533,EVEP,
4534,FOH,Consumer Cyclicals
4535,WYY,Technology
4536,EVEP,Energy
4537,ICFI,Business Services
4538,XPL,Non-Energy Materials
4539,BARE,Consumer Non-Cyclicals
4540,SFLY,Consumer Non-Cyclicals
4541,WU,
4542,WU,Finance
4543,BBEP,
4544,BBEP,Energy
4545,DAC,Industrials
4546,OCNW,Technology
4547,APKT,
4548,EHTH,Finance
4549,ULTR,Industrials
4550,LDOS,Industrials
4551,EBHI,Consumer Cyclicals
4552,UNCL,Finance
4553,ALOY,Consumer Services
4554,TRBN,
4555,AWI,
4556,SXE,Industrials
4557,LMAT,
4558,SUSS,Consumer Cyclicals
4559,LMAT,Healthcare
4560,EXLS,Business Services
4561,WMCO,Consumer Cyclicals
4562,IVVI,Healthcare
4563,TRBN,Healthcare
4564,MAG,Industrials
4565,CADX,
4566,DEI,Finance
4567,GHS,Consumer Services
4568,CADX,Healthcare
4569,EHC,Healthcare
4570,MEET,
4571,OPTM,Technology
4572,SGIC,Technology
4573,EFUT,
4574,RRM,
4575,OC,
4576,EFUT,Technology
4577,RRM,Telecommunications
4578,GSAT,
4579,IPHS,
4580,GSAT,Telecommunications
4581,IPHS,Non-Energy Materials
4582,ORBC,Telecommunications
4583,SVBL,Non-Energy Materials
4584,EROC,Energy
4585,CSIQ,
4586,FACE,
4587,CSIQ,Industrials
4588,FACE,Consumer Non-Cyclicals
4589,CPLA,Consumer Non-Cyclicals
4590,SLTM,Healthcare
4591,YTEN,Non-Energy Materials
4592,ENA,Consumer Cyclicals
4593,ALC,
4594,SNMP,Energy
4595,EBS,Healthcare
4596,KBR,Industrials
4597,ALLT,Technology
4598,HNSN,
4599,HRI,Consumer Cyclicals
4600,HNSN,Healthcare
4601,FSLR,Industrials
4602,SBH,
4603,VQ,Energy
4604,SBH,Consumer Non-Cyclicals
4605,WLDN,
4606,WINN,Consumer Non-Cyclicals
4607,AER,
4608,WLDN,Industrials
4609,SPR,Industrials
4610,ESA,
4611,AER,Finance
4612,JMBA,Consumer Services
4613,NLST,
4614,NLST,Technology
4615,PVG,Energy
4616,SPB,Finance
4617,AWI,Non-Energy Materials
4618,OC,Non-Energy Materials
4619,ALGT,Industrials
4620,HLYS,Consumer Cyclicals
4621,ANW,Industrials
4622,MUX,Non-Energy Materials
4623,GUID,
4624,IPGP,
4625,MEDE,
4626,OMPI,
4627,MNOV,
4628,ATN,Finance
4629,GUID,Business Services
4630,IPGP,Industrials
4631,OMPI,Healthcare
4632,DVR,Energy
4633,TOO,Energy
4634,AFFY,Healthcare
4635,AIMC,Industrials
4636,TAST,Consumer Services
4637,DBTK,Technology
4638,USBE,Non-Energy Materials
4639,ISLN,Technology
4640,PLTE,
4641,FFHL,
4642,PLTE,Non-Energy Materials
4643,FFHL,Non-Energy Materials
4644,ARTE,
4645,DSUP,
4646,ARTE,Healthcare
4647,DSUP,Non-Energy Materials
4648,RZ,Industrials
4649,GLDD,
4650,GNOW,Healthcare
4651,SE,
4652,UPG,Industrials
4653,EDCI,Consumer Services
4654,MEI,Consumer Cyclicals
4655,GLDD,Industrials
4656,WAVE,
4657,WAVE,Technology
4658,SE,Energy
4659,ZN,Energy
4660,ERI,Industrials
4661,APKT,Technology
4662,MEDE,Healthcare
4663,MNOV,Healthcare
4664,ADY,Consumer Non-Cyclicals
4665,SMTK,Technology
4666,LGCY,Energy
4667,FRPT,Industrials
4668,LSR,Healthcare
4669,MVE,Industrials
4670,AVAV,
4671,BPZ,Energy
4672,AVAV,Industrials
4673,SNOA,
4674,SNOA,Healthcare
4675,AVNW,Technology
4676,AHII,
4677,DEP,Energy
4678,HF,Finance
4679,XTNT,
4680,NOOF,Consumer Services
4681,HRBN,Industrials
4682,TA,Consumer Cyclicals
4683,ESEA,Industrials
4684,XTNT,Healthcare
4685,MIPI,Healthcare
4686,ARAY,
4687,MLNX,
4688,NCMI,Business Services
4689,SDXC,
4690,ARAY,Healthcare
4691,SDXC,Technology
4692,NGLS,
4693,PRTS,
4694,MLNX,Technology
4695,NGLS,Energy
4696,PRTS,Consumer Cyclicals
4697,OPXT,
4698,SLRY,
4699,OPXT,Technology
4700,SLRY,Technology
4701,YUMA,Energy
4702,ISOT,
4703,CPBR,Business Services
4704,MSCS,
4705,EVR,Finance
4706,OLP,Finance
4707,BFT,
4708,HT,Finance
4709,CHNR,Business Services
4710,ATA,Industrials
4711,ANIP,Healthcare
4712,PBAL,Technology
4713,PERI,Technology
4714,SBLK,
4715,APP,
4716,PSTR,
4717,STRZ_A,Consumer Services
4718,SMCG,
4719,EII,
4720,APLP,Energy
4721,ACHN,Healthcare
4722,TAQ,
4723,III,
4724,RAK,
4725,NTQ,
4726,TWC,
4727,USQ,
4728,GPR,Energy
4729,CLWR,
4730,BJGP,Healthcare
4731,CBLI,Healthcare
4732,ALC,Healthcare
4733,ISOT,Healthcare
4734,CLWR,Telecommunications
4735,FIRE,Technology
4736,DNB,Business Services
4737,PLX,Healthcare
4738,BBND,
4739,GEOY,Technology
4740,CCIX,Industrials
4741,BBND,Technology
4742,FCSX,Finance
4743,BNX,Business Services
4744,CHV,
4745,HAYN,
4746,HAYN,Non-Energy Materials
4747,USAT,Technology
4748,YTEC,Finance
4749,GLUU,Technology
4750,SORC,Consumer Cyclicals
4751,INVC,Technology
4752,ARUN,
4753,ARUN,Technology
4754,GSIT,
4755,SENO,
4756,SMCI,
4757,GSIT,Technology
4758,SMCI,Technology
4759,CPLP,
4760,SUMR,Consumer Non-Cyclicals
4761,BR,
4762,CPLP,Energy
4763,BR,Finance
4764,SENO,Healthcare
4765,PONE,Business Services
4766,WWR,
4767,COMV,Industrials
4768,TPUT,Non-Energy Materials
4769,TSTC,Technology
4770,CRWS,Consumer Non-Cyclicals
4771,RVR,Finance
4772,HYDG,Industrials
4773,DEEP,Energy
4774,CNK,Consumer Services
4775,OCNF,
4776,OPTT,Industrials
4777,OCNF,Industrials
4778,OREX,
4779,DLX,Technology
4780,IEAM,Non-Energy Materials
4781,ISR,Healthcare
4782,OREX,Healthcare
4783,VRUS,Healthcare
4784,VOXW,Technology
4785,CAVM,
4786,CAVM,Technology
4787,NHPI,Healthcare
4788,UVE,Finance
4789,DAL,Industrials
4790,QXM,Technology
4791,RLOG,Industrials
4792,DEK,
4793,MFW,Business Services
4794,SYUT,Consumer Non-Cyclicals
4795,TOMO,
4796,TOMO,Healthcare
4797,ACM,Industrials
4798,ALBO,Healthcare
4799,GOK,Energy
4800,SLH,Finance
4801,PODD,
4802,PINN,
4803,JAZ,Technology
4804,CLR,Energy
4805,PODD,Healthcare
4806,PINN,Energy
4807,GEN,Healthcare
4808,CAI,Finance
4809,EURX,
4810,TTGT,
4811,EURX,Healthcare
4812,TTGT,Technology
4813,ENOC,
4814,NBF,Non-Energy Materials
4815,GBH,Finance
4816,TRS,
4817,BMR,Finance
4818,RPB,Finance
4819,TRS,Industrials
4820,ENOC,Energy
4821,SIRT,
4822,KEQU,Consumer Non-Cyclicals
4823,HQS,Consumer Non-Cyclicals
4824,BGS,Consumer Non-Cyclicals
4825,RRR,Industrials
4826,SIRT,Healthcare
4827,HLCS,Healthcare
4828,LIMS,
4829,LIMS,Healthcare
4830,CLNE,Energy
4831,FOLD,
4832,EDAC,Industrials
4833,DRJ,Consumer Cyclicals
4834,NWA,Industrials
4835,JAZZ,
4836,KS,Non-Energy Materials
4837,FOLD,Healthcare
4838,JAZZ,Healthcare
4839,RGDX,
4840,IRF,Technology
4841,RGDX,Healthcare
4842,STAR,
4843,STAR,Technology
4844,INFN,
4845,SDTH,Non-Energy Materials
4846,BIDZ,Consumer Cyclicals
4847,INFN,Technology
4848,FBRC,Finance
4849,LLNW,
4850,BAGL,Consumer Services
4851,LLNW,Technology
4852,BWY,
4853,VTG,
4854,ORS,Technology
4855,FNJN,Technology
4856,BWY,Non-Energy Materials
4857,ESNC,
4858,GPX,Business Services
4859,STRN,Technology
4860,ESNC,Industrials
4861,PCH,Finance
4862,NOEC,Non-Energy Materials
4863,NTSC,Business Services
4864,EXPO,Business Services
4865,FRM,Industrials
4866,TSTR,Telecommunications
4867,VRNM,Non-Energy Materials
4868,PXLW,Technology
4869,ARCW,Technology
4870,AUTH,
4871,SCOR,
4872,DDUP,
4873,SEP,Energy
4874,AUTH,Technology
4875,SCOR,Business Services
4876,DDUP,Technology
4877,MMCE,Utilities
4878,PPO,Non-Energy Materials
4879,PRO,Technology
4880,COV,Healthcare
4881,TEL,Technology
4882,SHOR,Technology
4883,MBH,
4884,BLIN,Technology
4885,CFSG,Technology
4886,BKEP,
4887,DHX,
4888,LIMC,
4889,SYN,Healthcare
4890,BKEP,Energy
4891,NZ,Technology
4892,LIMC,Industrials
4893,AIRV,Technology
4894,HGG,
4895,OWW,Consumer Services
4896,HGG,Consumer Cyclicals
4897,BLOG,
4898,TYPE,
4899,REXX,
4900,GSB,Technology
4901,BLOG,Technology
4902,TYPE,Technology
4903,REXX,Energy
4904,IMRX,
4905,VOLT,
4906,IMRX,Healthcare
4907,VOLT,Technology
4908,LULU,Consumer Cyclicals
4909,WBC,
4910,PMC,Healthcare
4911,SCMP,
4912,LCII,Consumer Cyclicals
4913,PRM,Technology
4914,WBC,Consumer Cyclicals
4915,CXO,Energy
4916,DM,Consumer Services
4917,G,Business Services
4918,VRTU,Technology
4919,BDBD,Consumer Non-Cyclicals
4920,SCMP,Healthcare
4921,ISON,Business Services
4922,ALUS,Healthcare
4923,HIRE,
4924,MASI,Healthcare
4925,CMLP,Energy
4926,ALT,Healthcare
4927,HIRE,Business Services
4928,MOC,Industrials
4929,DMAN,Consumer Cyclicals
4930,ZINC,Non-Energy Materials
4931,MELI,Consumer Cyclicals
4932,MDNU,Healthcare
4933,PZG,Non-Energy Materials
4934,VMW,Technology
4935,CLBS,Healthcare
4936,ULU,Healthcare
4937,CZZ,Consumer Non-Cyclicals
4938,EXXI,Energy
4939,WATG,Consumer Cyclicals
4940,AROC,Energy
4941,PSEC,Finance
4942,EYPT,Healthcare
4943,TNF,
4944,RIOT,Healthcare
4945,FSIN,Non-Energy Materials
4946,ENP,Energy
4947,SNCA,Healthcare
4948,CKFR,Finance
4949,CIDM,Consumer Services
4950,ATHN,
4951,TSYS,Telecommunications
4952,NGI,Telecommunications
4953,ATHN,Healthcare
4954,FOOD,Consumer Non-Cyclicals
4955,PKT,Technology
4956,DXN,Technology
4957,VERU,Healthcare
4958,AGX,Industrials
4959,DUF,
4960,CCGM,
4961,SVVS,Technology
4962,TDC,
4963,CCGM,Industrials
4964,FEED,Consumer Non-Cyclicals
4965,TDC,Technology
4966,MARK,Business Services
4967,CTCT,
4968,GSI,
4969,CTCT,Business Services
4970,GSI,Non-Energy Materials
4971,UEC,Energy
4972,ATA,Healthcare
4973,ABAT,Industrials
4974,TARG,
4975,CML,Technology
4976,TGH,Finance
4977,TARG,Healthcare
4978,ASIA,Telecommunications
4979,VM,Telecommunications
4980,IFLG,Technology
4981,KTOS,Industrials
4982,MKTS,
4983,MKTS,Finance
4984,BAXS,
4985,BAXS,Healthcare
4986,CDTI,Consumer Cyclicals
4987,DFT,
4988,DFT,Technology
4989,FUQI,
4990,CVI,
4991,PTSX,Consumer Services
4992,CVI,Energy
4993,VNR,Energy
4994,FGXI,
4995,ULTA,
4996,FGXI,Consumer Cyclicals
4997,PMII,
4998,ULTA,Consumer Non-Cyclicals
4999,CAST,
5000,FUQI,Consumer Cyclicals
5001,PMII,Healthcare
5002,CSR,
5003,GXDX,
5004,CAST,Business Services
5005,SAAS,Technology
5006,CSR,Technology
5007,GXDX,Healthcare
5008,PROJ,
5009,NSPH,
5010,SDBT,
5011,ZEP,
5012,PCX,Energy
5013,PROJ,Technology
5014,NSPH,Healthcare
5015,SDBT,Technology
5016,IQNT,Telecommunications
5017,CHYR,Technology
5018,MV,
5019,SD,Energy
5020,BFRM,
5021,ARYX,
5022,MV,Finance
5023,BFRM,Healthcare
5024,ARYX,Healthcare
5025,AREX,
5026,ICXT,
5027,WGW,Non-Energy Materials
5028,AREX,Energy
5029,ICXT,Technology
5030,APEI,Consumer Non-Cyclicals
5031,ENSG,
5032,QELP,Energy
5033,LL,
5034,OSP,Energy
5035,LL,Consumer Cyclicals
5036,ENSG,Healthcare
5037,NMM,Industrials
5038,ABII,
5039,RSLS,
5040,VRAD,
5041,ES,Industrials
5042,MSCI,Technology
5043,RSLS,Healthcare
5044,VRAD,Healthcare
5045,RBCN,Non-Energy Materials
5046,INET,
5047,PAR,Technology
5048,STXX,Energy
5049,SFSF,
5050,INET,Technology
5051,SFSF,Technology
5052,SPC,
5053,PGV,Finance
5054,PNNT,Finance
5055,REIS,Technology
5056,ZEP,Consumer Non-Cyclicals
5057,SBLK,Industrials
5058,TITN,
5059,REED,Consumer Non-Cyclicals
5060,TITN,Industrials
5061,ENTR,Technology
5062,CATM,Finance
5063,RNGY,
5064,MDAS,
5065,APP,Consumer Cyclicals
5066,LRN,Business Services
5067,TNK,Energy
5068,ITLN,Technology
5069,MEMS,Technology
5070,CGRB,Healthcare
5071,LAYN,Business Services
5072,ACFN,Technology
5073,ORN,Industrials
5074,N,Technology
5075,HOGS,
5076,XCR,Healthcare
5077,SATS,
5078,DGLY,Industrials
5079,VHC,
5080,MDW,Non-Energy Materials
5081,FXRE,
5082,ACTG,Business Services
5083,GRH,Non-Energy Materials
5084,TWC,Telecommunications
5085,DHX,Technology
5086,GIA,Industrials
5087,MPAA,Consumer Cyclicals
5088,APWR,Utilities
5089,GENC,Industrials
5090,IPCM,
5091,CORR,
5092,RISK,Finance
5093,HOO,
5094,IPCM,Healthcare
5095,HTC,
5096,NMX,Finance
5097,HOO,Utilities
5098,ONAV,Energy
5099,HOGS,Consumer Non-Cyclicals
5100,ANE,Consumer Services
5101,DAN,Consumer Cyclicals
5102,CPN,Utilities
5103,GNK,Industrials
5104,AHC,
5105,TREC,Non-Energy Materials
5106,TOR,Non-Energy Materials
5107,ARST,
5108,MAKO,
5109,NAT,Energy
5110,HLTH,Technology
5111,ARST,Technology
5112,MAKO,Healthcare
5113,ACUR,Healthcare
5114,FU,Technology
5115,BZ,
5116,CHNR,Non-Energy Materials
5117,MER,Finance
5118,CVG,Technology
5119,HOLL,Consumer Services
5120,IAC,Technology
5121,SHZ,Non-Energy Materials
5122,AACC,Finance
5123,FC,Consumer Non-Cyclicals
5124,FNM,Finance
5125,MDU,Utilities
5126,WLTW,Finance
5127,STEN,Finance
5128,MACE,Technology
5129,EMS,
5130,ACFN,Finance
5131,SSCC,Non-Energy Materials
5132,CMO,Finance
5133,SLM,Finance
5134,KEG,
5135,PCO,Telecommunications
5136,BEST,
5137,HCD,Finance
5138,TMUS,Telecommunications
5139,VRY,
5140,HDS,
5141,KUN,Healthcare
5142,CNR,
5143,REN,
5144,HIA,
5145,IAN,
5146,SHIP,
5147,ROIC,
5148,DSP,
5149,SGS,
5150,EDS,
5151,FOR,Finance
5152,CCCL,
5153,LIA,
5154,FLNT,
5155,BIP,Utilities
5156,UEI,
5157,HMR,
5158,TUX,
5159,TYM,Consumer Cyclicals
5160,AXG,
5161,CVA,Business Services
5162,SMMX,Business Services
5163,LUNA,Business Services
5164,SOA,Non-Energy Materials
5165,TGY,
5166,HCCI,
5167,HCCI,Business Services
5168,CEI,Energy
5169,BEAT,
5170,V,Finance
5171,BEAT,Healthcare
5172,IRDM,
5173,VSCP,Healthcare
5174,MDAS,Healthcare
5175,NOG,Energy
5176,KNDI,Consumer Cyclicals
5177,PM,
5178,HI,
5179,PURE,Non-Energy Materials
5180,VHC,Technology
5181,QGP,Healthcare
5182,BEST,Non-Energy Materials
5183,PM,Consumer Non-Cyclicals
5184,GTE,Energy
5185,LIVE,Technology
5186,HI,Consumer Non-Cyclicals
5187,EMVL,Finance
5188,HTM,Utilities
5189,NGBF,Non-Energy Materials
5190,ADGF,Consumer Cyclicals
5191,IPI,
5192,NX,Non-Energy Materials
5193,FDML,
5194,IPI,Non-Energy Materials
5195,AWK,Utilities
5196,HTS,Finance
5197,AMIE,Consumer Services
5198,ZONS,Technology
5199,PSE,Energy
5200,KDP,
5201,RGSE,
5202,HEV,Industrials
5203,KDP,Consumer Non-Cyclicals
5204,CFX,Industrials
5205,RGSE,Industrials
5206,WES,Energy
5207,WEST,Consumer Services
5208,TLR,Non-Energy Materials
5209,VRS,
5210,TIXC,Consumer Services
5211,VRS,Non-Energy Materials
5212,SATS,Technology
5213,GBR,Energy
5214,CHLN,Finance
5215,TAOP,Technology
5216,STNR,Consumer Non-Cyclicals
5217,SB,Industrials
5218,INAP,Technology
5219,CSKI,Healthcare
5220,LO,Consumer Non-Cyclicals
5221,RHIE,
5222,KBAL,Technology
5223,REXN,Healthcare
5224,DWT,
5225,NPK,Industrials
5226,CPEX,
5227,RHIE,Consumer Services
5228,CAPR,Healthcare
5229,CPEX,Healthcare
5230,HPJ,Consumer Non-Cyclicals
5231,SNI,
5232,SNI,Consumer Services
5233,ITRI,Industrials
5234,SEED,Non-Energy Materials
5235,DWT,Industrials
5236,ERII,Industrials
5237,LPS,
5238,CSLR,Healthcare
5239,NEXC,Consumer Services
5240,TLVT,Technology
5241,TZIX,Healthcare
5242,PED,Energy
5243,LHX,Industrials
5244,GTAT,
5245,LIOX,Business Services
5246,GTAT,Industrials
5247,SNEN,
5248,JBT,
5249,SNEN,Energy
5250,TXIC,Consumer Cyclicals
5251,MSA,Industrials
5252,RTK,Non-Energy Materials
5253,QBC,Energy
5254,JBT,Industrials
5255,HOLI,Industrials
5256,PRIM,
5257,RAX,Technology
5258,NFG,Energy
5259,HSNI,
5260,ILG,
5261,TKTM,
5262,MTRX,Industrials
5263,MVL,Consumer Services
5264,ABII,Healthcare
5265,HSNI,Consumer Services
5266,TKTM,Consumer Services
5267,TRNS,Technology
5268,CRTN,Telecommunications
5269,ENG,Industrials
5270,GSL,
5271,TREE,Finance
5272,FSIN,Technology
5273,OMTR,Technology
5274,TRXI,Technology
5275,EVK,Consumer Cyclicals
5276,ILG,Consumer Services
5277,GSL,Industrials
5278,GFN,Finance
5279,SES,Non-Energy Materials
5280,SINO,Industrials
5281,WUHN,Industrials
5282,PBAL,Business Services
5283,CABL,Telecommunications
5284,PSOF,
5285,MYRG,
5286,CTFO,Technology
5287,PSOF,Energy
5288,SGS,Business Services
5289,ASCM_A,
5290,MYRG,Industrials
5291,NHR,
5292,WWR,Energy
5293,DAEG,Technology
5294,III,Business Services
5295,FXRE,Finance
5296,IGC,Industrials
5297,VTG,Energy
5298,AHC,Consumer Services
5299,MHH,
5300,NEWT,Finance
5301,ADS,Finance
5302,PBAL,Industrials
5303,MTD,Industrials
5304,SGC,Consumer Cyclicals
5305,DMRC,Technology
5306,SHIP,Industrials
5307,HAXS,Technology
5308,URX,
5309,FIT,Consumer Services
5310,CFL,
5311,CFL,Business Services
5312,SFE,Finance
5313,CHBT,Healthcare
5314,ASH,Non-Energy Materials
5315,PRIM,Industrials
5316,LOPE,
5317,LOPE,Consumer Non-Cyclicals
5318,LZR,Healthcare
5319,TPI,Healthcare
5320,CLW,
5321,FACT,
5322,CLW,Non-Energy Materials
5323,FACT,Healthcare
5324,HNH,Non-Energy Materials
5325,CIIC,Industrials
5326,LEA,Consumer Cyclicals
5327,LDIS,Technology
5328,OPAY,Technology
5329,RATE,Technology
5330,EAG,Industrials
5331,MHH,Technology
5332,ASCM_A,Technology
5333,MED,Consumer Non-Cyclicals
5334,PRAA,Finance
5335,MJN,Consumer Non-Cyclicals
5336,HEAT,
5337,PCE,Finance
5338,HBE,Business Services
5339,ANDS,Healthcare
5340,NYX,Finance
5341,CQP,Energy
5342,WMZ,Energy
5343,NEOG,Healthcare
5344,GNVC,Healthcare
5345,ALXA,Healthcare
5346,VETS,Healthcare
5347,ROSG,Healthcare
5348,GRBK,Non-Energy Materials
5349,RILY,
5350,KW,Finance
5351,NNA,
5352,DJSP,
5353,MRVC,Technology
5354,MANT,Industrials
5355,SOAP,Telecommunications
5356,NIV,Technology
5357,NMRX,Technology
5358,ITGR,Healthcare
5359,ATAC,Industrials
5360,CGA,Non-Energy Materials
5361,BAX,Healthcare
5362,WAVE,Telecommunications
5363,BWEN,Industrials
5364,ZVO,Consumer Non-Cyclicals
5365,RST,Technology
